,Year,Facility Name,Substance Name (English),Units,Stack Emissions,Direct Discharge
329,2019,Bruce Power - A,Iodine-131,Bq,41800000.0,0.0
330,2019,Bruce Power - A,Particulate (gross beta/gamma),Bq,1970000.0,2130000000.0
331,2019,Bruce Power - A,Particulate gross alpha,Bq,24200.0,0.0
332,2019,Bruce Power - A,Total noble gases,Bq-MeV,70600000000000.0,0.0
333,2019,Bruce Power - A,Tritium (HTO),Bq,462000000000000.0,203000000000000.0
334,2019,Bruce Power - B,Carbon-14,Bq,1080000000000.0,468000000.0
335,2019,Bruce Power - B,Iodine-131,Bq,440000.0,0.0
336,2019,Bruce Power - B,Particulate (gross beta/gamma),Bq,4770000.0,2260000000.0
337,2019,Bruce Power - B,Particulate gross alpha,Bq,26200.0,0.0
338,2019,Bruce Power - B,Total noble gases,Bq-MeV,33000000000000.0,0.0
339,2019,Bruce Power - B,Tritium (HTO),Bq,329000000000000.0,882000000000000.0
340,2019,Bruce Power Site,Estimated public dose (see footnote),mSv/a,0.0015,0.0
341,2019,Darlington Nuclear,Carbon-14,Bq,970000000000.0,380000000.0
342,2019,Darlington Nuclear,Elemental Tritium (HT),Bq,25000000000000.0,0.0
343,2019,Darlington Nuclear,Estimated public dose (see footnote),mSv/a,4e-05,0.0
344,2019,Darlington Nuclear,Iodine-131,Bq,140000000.0,0.0
345,2019,Darlington Nuclear,Particulate (gross beta/gamma),Bq,26000000.0,23000000000.0
346,2019,Darlington Nuclear,Particulate gross alpha,Bq,1300000.0,540000.0
347,2019,Darlington Nuclear,Total noble gases,Bq-MeV,50000000000000.0,0.0
348,2019,Darlington Nuclear,Tritium (HTO),Bq,200000000000000.0,100000000000000.0
349,2019,Gentilly-2,Carbon-14,Bq,27000000000.0,190000000.0
350,2019,Gentilly-2,Estimated public dose (see footnote),mSv/a,0.003,0.0
351,2019,Gentilly-2,Iodine-131,Bq,0.0,0.0
352,2019,Gentilly-2,Particulate (gross beta/gamma),Bq,949000.0,34700000.0
353,2019,Gentilly-2,Total noble gases,Bq-MeV,0.0,0.0
354,2019,Gentilly-2,Tritium (HTO),Bq,72100000000000.0,82200000000000.0
355,2019,Pickering Nuclear - A & B,Carbon-14,Bq,2600000000000.0,3500000000.0
356,2019,Pickering Nuclear - A & B,Estimated public dose (see footnote),mSv/a,0.0017,0.0
357,2019,Pickering Nuclear - A & B,Iodine-131,Bq,14000000.0,0.0
358,2019,Pickering Nuclear - A & B,Particulate (gross beta/gamma),Bq,5700000.0,78000000000.0
359,2019,Pickering Nuclear - A & B,Particulate gross alpha,Bq,1100000.0,2300000.0
360,2019,Pickering Nuclear - A & B,Total noble gases,Bq-MeV,130000000000000.0,0.0
361,2019,Pickering Nuclear - A & B,Tritium (HTO),Bq,560000000000000.0,430000000000000.0
362,2019,Point Lepreau Generating Station,Carbon-14,Bq,277000000000.0,7600000000.0
363,2019,Point Lepreau Generating Station,Estimated public dose (see footnote),mSv/a,0.0012,0.0
364,2019,Point Lepreau Generating Station,Iodine-131,Bq,27300000.0,0.0
365,2019,Point Lepreau Generating Station,Particulate (gross beta/gamma),Bq,2200000.0,84000000.0
366,2019,Point Lepreau Generating Station,Particulate gross alpha,Bq,0.0,13000000.0
367,2019,Point Lepreau Generating Station,Total noble gases,Bq-MeV,28500000000000.0,0.0
368,2019,Point Lepreau Generating Station,Tritium (HTO),Bq,246000000000000.0,340000000000000.0
369,2020,Bruce Power - A,Carbon-14,Bq,1600000000000.0,1100000000.0
370,2020,Bruce Power - A,Iodine-131,Bq,22000000.0,0.0
371,2020,Bruce Power - A,Particulate (gross beta/gamma),Bq,2900000.0,770000000.0
372,2020,Bruce Power - A,Particulate gross alpha,Bq,30000.0,0.0
373,2020,Bruce Power - A,Total noble gases,Bq-MeV,78000000000000.0,0.0
374,2020,Bruce Power - A,Tritium (HTO),Bq,340000000000000.0,250000000000000.0
375,2020,Bruce Power - B,Carbon-14,Bq,990000000000.0,1800000000.0
376,2020,Bruce Power - B,Iodine-131,Bq,2900000.0,0.0
377,2020,Bruce Power - B,Particulate (gross beta/gamma),Bq,6400000.0,2300000000.0
378,2020,Bruce Power - B,Particulate gross alpha,Bq,43000.0,0.0
379,2020,Bruce Power - B,Total noble gases,Bq-MeV,26000000000000.0,0.0
380,2020,Bruce Power - B,Tritium (HTO),Bq,310000000000000.0,570000000000000.0
381,2020,Bruce Power Site,Estimated public dose (see footnote),mSv/a,0.0018,0.0
382,2020,Darlington Nuclear,Carbon-14,Bq,830000000000.0,380000000.0
383,2020,Darlington Nuclear,Elemental Tritium (HT),Bq,15000000000000.0,0.0
384,2020,Darlington Nuclear,Estimated public dose (see footnote),mSv/a,4e-05,0.0
385,2020,Darlington Nuclear,Iodine-131,Bq,150000000.0,0.0
386,2020,Darlington Nuclear,Particulate (gross beta/gamma),Bq,31000000.0,25000000000.0
387,2020,Darlington Nuclear,Particulate gross alpha,Bq,1300000.0,650000.0
388,2020,Darlington Nuclear,Total noble gases,Bq-MeV,24000000000000.0,0.0
389,2020,Darlington Nuclear,Tritium (HTO),Bq,190000000000000.0,120000000000000.0
390,2020,Gentilly-2,Carbon-14,Bq,8190000000.0,49200000.0
391,2020,Gentilly-2,Estimated public dose (see footnote),mSv/a,0.001,0.0
392,2020,Gentilly-2,Iodine-131,Bq,0.0,0.0
393,2020,Gentilly-2,Particulate (gross beta/gamma),Bq,447000.0,165000000.0
394,2020,Gentilly-2,Total noble gases,Bq-MeV,0.0,0.0
395,2020,Gentilly-2,Tritium (HTO),Bq,81100000000000.0,19700000000000.0
396,2020,Pickering Nuclear - A & B,Carbon-14,Bq,2300000000000.0,1800000000.0
397,2020,Pickering Nuclear - A & B,Estimated public dose (see footnote),mSv/a,0.0012,0.0
398,2020,Pickering Nuclear - A & B,Iodine-131,Bq,10000000.0,0.0
399,2020,Pickering Nuclear - A & B,Particulate (gross beta/gamma),Bq,5800000.0,320000000000.0
400,2020,Pickering Nuclear - A & B,Particulate gross alpha,Bq,1000000.0,2400000.0
401,2020,Pickering Nuclear - A & B,Total noble gases,Bq-MeV,45000000000000.0,0.0
402,2020,Pickering Nuclear - A & B,Tritium (HTO),Bq,650000000000000.0,430000000000000.0
403,2020,Point Lepreau Generating Station,Carbon-14,Bq,160000000000.0,1010000000.0
404,2020,Point Lepreau Generating Station,Estimated public dose (see footnote),mSv/a,0.0013,0.0
405,2020,Point Lepreau Generating Station,Iodine-131,Bq,7090000.0,1420000.0
406,2020,Point Lepreau Generating Station,Particulate (gross beta/gamma),Bq,2000000.0,38300000.0
407,2020,Point Lepreau Generating Station,Particulate gross alpha,Bq,0.0,7100000.0
408,2020,Point Lepreau Generating Station,Total noble gases,Bq-MeV,32100000000000.0,0.0
409,2020,Point Lepreau Generating Station,Tritium (HTO),Bq,287000000000000.0,461000000000000.0
410,2021,Bruce Power - A,Carbon-14,Bq,1700000000000.0,690000000.0
411,2021,Bruce Power - A,Iodine-131,Bq,310000.0,0.0
412,2021,Bruce Power - A,Particulate (gross beta/gamma),Bq,2900000.0,2700000000.0
413,2021,Bruce Power - A,Particulate gross alpha,Bq,27000.0,0.0
414,2021,Bruce Power - A,Total noble gases,Bq-MeV,86000000000000.0,0.0
415,2021,Bruce Power - A,Tritium (HTO),Bq,810000000000000.0,280000000000000.0
416,2021,Bruce Power - B,Carbon-14,Bq,950000000000.0,2600000000.0
417,2021,Bruce Power - B,Iodine-131,Bq,0.0,0.0
418,2021,Bruce Power - B,Particulate (gross beta/gamma),Bq,5700000.0,2100000000.0
419,2021,Bruce Power - B,Particulate gross alpha,Bq,35000.0,0.0
420,2021,Bruce Power - B,Total noble gases,Bq-MeV,34000000000000.0,0.0
421,2021,Bruce Power - B,Tritium (HTO),Bq,420000000000000.0,910000000000000.0
422,2021,Bruce Power Site,Estimated public dose (see footnote),mSv/a,0.0016,0.0
423,2021,Darlington Nuclear,Carbon-14,Bq,1200000000000.0,1900000000.0
424,2021,Darlington Nuclear,Elemental Tritium (HT),Bq,17000000000000.0,0.0
425,2021,Darlington Nuclear,Estimated public dose (see footnote),mSv/a,6e-05,0.0
426,2021,Darlington Nuclear,Iodine-131,Bq,150000000.0,0.0
427,2021,Darlington Nuclear,Particulate (gross beta/gamma),Bq,20000000.0,16000000000.0
428,2021,Darlington Nuclear,Particulate gross alpha,Bq,1200000.0,860000.0
429,2021,Darlington Nuclear,Total noble gases,Bq-MeV,27000000000000.0,0.0
430,2021,Darlington Nuclear,Tritium (HTO),Bq,260000000000000.0,190000000000000.0
431,2021,Gentilly-2,Carbon-14,Bq,6170000000.0,60700000.0
432,2021,Gentilly-2,Estimated public dose (see footnote),mSv/a,0.001,0.0
433,2021,Gentilly-2,Iodine-131,Bq,0.0,0.0
434,2021,Gentilly-2,Particulate (gross beta/gamma),Bq,511000.0,71100000.0
435,2021,Gentilly-2,Total noble gases,Bq-MeV,0.0,0.0
436,2021,Gentilly-2,Tritium (HTO),Bq,44300000000000.0,156000000000000.0
437,2021,Pickering Nuclear - A & B,Carbon-14,Bq,2600000000000.0,4600000000.0
438,2021,Pickering Nuclear - A & B,Estimated public dose (see footnote),mSv/a,0.002,0.0
439,2021,Pickering Nuclear - A & B,Iodine-131,Bq,9700000.0,0.0
440,2021,Pickering Nuclear - A & B,Particulate (gross beta/gamma),Bq,11000000.0,120000000000.0
441,2021,Pickering Nuclear - A & B,Particulate gross alpha,Bq,20000.0,1100000.0
442,2021,Pickering Nuclear - A & B,Total noble gases,Bq-MeV,140000000000000.0,0.0
443,2021,Pickering Nuclear - A & B,Tritium (HTO),Bq,520000000000000.0,480000000000000.0
444,2021,Point Lepreau Generating Station,Carbon-14,Bq,160000000000.0,2100000000.0
445,2021,Point Lepreau Generating Station,Estimated public dose (see footnote),mSv/a,0.00128,0.0
446,2021,Point Lepreau Generating Station,Iodine-131,Bq,340000000.0,2500000.0
447,2021,Point Lepreau Generating Station,Particulate (gross beta/gamma),Bq,7800000.0,26000000.0
448,2021,Point Lepreau Generating Station,Particulate gross alpha,Bq,0.0,4000000.0
449,2021,Point Lepreau Generating Station,Total noble gases,Bq-MeV,42400000000000.0,0.0
450,2021,Point Lepreau Generating Station,Tritium (HTO),Bq,270000000000000.0,82000000000000.0
