Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,Stack Emissions | Émissions de cheminées,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2020,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.129,NRM | NRS,"Site 1, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2020,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.117,NRM | NRS,"Site 2, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2020,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Uranium,Uranium,kg,0.92,NRM | NRS,
2020,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.02,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2020,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Uranium,Uranium,kg,0.008,NRM | NRS,
2020,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0057,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2020,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Uranium,Uranium,kg,0.000003,NRM | NRS,
2020,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2020,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Tritium (HTO),Tritium (Eau tritiée),GBq,9.75E+03,NRM | NRS,
2020,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Elemental Tritium (HT),Tritium élémentaire,GBq,1.54E+04,NRM | NRS,
2020,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0024,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Cobalt-60,Cobalt-60,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-125,Iode-125,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-131,Iode-131,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-133,Xénon-133,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135,Xénon-135,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135m,Xénon-135m,GBq,0.00E+00,NRM | NRS,
2020,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.00122,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Uranium,Uranium,kg,2.0,2.7,
2019,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Radium-226,Radium-226,MBq,NRM | NRS,2.1,
2019,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.005,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Uranium,Uranium,kg,48.5,NRM | NRS,
2019,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.08,NRM | NRS,"Site 1, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2019,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.127,NRM | NRS,"Site 2, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2019,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Uranium,Uranium,kg,1.09,NRM | NRS,
2019,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.027,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Uranium,Uranium,kg,0.007,NRM | NRS,
2019,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.023,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Uranium,Uranium,kg,0.000004,NRM | NRS,
2019,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0115,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Tritium (HTO),Tritium (Eau tritiée),GBq,1.19E+04,NRM | NRS,
2019,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Elemental Tritium (HT),Tritium élémentaire,GBq,1.99E+04,NRM | NRS,
2019,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0022,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Cobalt-60,Cobalt-60,GBq,2.00E-05,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-125,Iode-125,GBq,0.00E+00,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-131,Iode-131,GBq,0.00E+00,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-133,Xénon-133,GBq,0.00E+00,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135,Xénon-135,GBq,0.00E+00,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135m,Xénon-135m,GBq,0.00E+00,NRM | NRS,
2019,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.000087,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Uranium,Uranium,kg,1.2,1.9,
2018,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Radium-226,Radium-226,MBq,NRM | NRS,1.05,
2018,3657,Cameco,Blind River Refinery,Blind River,,,,ON,46.1814,-83.0177,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.005,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Uranium,Uranium,kg,34.1,NRM | NRS,
2018,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.142,NRM | NRS,"Site 1, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2018,1145,Cameco,Port Hope Conversion Facility,Port Hope,,,,ON,43.9437,-78.2954,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.173,NRM | NRS,"Site 2, Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)"
2018,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Uranium,Uranium,kg,1.25,NRM | NRS,
2018,,Cameco,Cameco Fuel Manufacturing,Port Hope,,,,ON,43.9540,-78.2748,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.03,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Uranium,Uranium,kg,0.0063,NRM | NRS,
2018,,BWXT Nuclear Energy Canada,BWXT - Toronto,Toronto,,,,ON,43.6680,-79.4468,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0004,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Uranium,Uranium,kg,0.000002,NRM | NRS,
2018,,BWXT Nuclear Energy Canada,BWXT - Peterborough,Peterborough,,,,ON,44.2961,-78.3337,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Tritium (HTO),Tritium (Eau tritiée),GBq,1.07E+04,NRM | NRS,
2018,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Elemental Tritium (HT),Tritium élémentaire,GBq,2.24E+04,NRM | NRS,
2018,,SRB Technologies (Canada) Inc.,SRBT,Pembroke,,,,ON,45.8054,-77.1180,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0038,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Cobalt-60,Cobalt-60,GBq,2.00E-03,NRM | NRS,
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-125,Iode-125,GBq,0.00E+00,NRM | NRS,
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Iodine-131,Iode-131,GBq,6.00E-03,NRM | NRS,
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-133,Xénon-133,GBq,0.00E+00,NRM | NRS,
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135,Xénon-135,GBq,0.00E+00,NRM | NRS,
2018,2247,Nordion (Canada) Inc.,Nordion - Ottawa,Ottawa,,,,ON,45.3408,-75.9179,Xenon-135m,Xénon-135m,GBq,0.00E+00,NRM | NRS,
