,Year,Facility Name,Substance Name (English),Units,Stack Emissions,Direct Discharge
224,2020,Chalk River Laboratories,Iodine-125,Bq,2000000.0,0.0
225,2020,Chalk River Laboratories,Iodine-131,Bq,24400000.0,0.0
226,2020,Chalk River Laboratories,Particulate gross alpha,Bq,0.0,240000000.0
227,2020,Chalk River Laboratories,Particulate gross beta,Bq,0.0,17500000000.0
228,2020,Chalk River Laboratories,Strontium-90,Bq,0.0,7070000000.0
229,2020,Chalk River Laboratories,Total noble gases,Bq-MeV,0.0,0.0
230,2020,Chalk River Laboratories,Tritium (HTO),Bq,25400000000000.0,10800000000000.0
231,2020,Douglas Point,Estimated public dose (see footnote),mSv/a,0.0018,0.0
232,2020,Douglas Point,Particulate gross alpha,Bq,8440.0,8340000.0
233,2020,Douglas Point,Particulate gross beta,Bq,138000.0,33100000.0
234,2020,Douglas Point,Tritium (HTO),Bq,410000000000.0,17400000000.0
235,2020,Nuclear Power Demonstration,Estimated public dose (see footnote),mSv/a,0.01,0.0
236,2020,Nuclear Power Demonstration,Particulate gross beta,Bq,44300.0,205000000.0
237,2020,Nuclear Power Demonstration,Tritium (HTO),Bq,365000000000.0,6670000000.0
238,2020,Port Granby Project,Estimated public dose (see footnote),mSv/a,0.02,0.0
239,2020,Port Granby Project,Radium-226,Bq,0.0,845000.0
240,2020,Port Granby Project,Uranium,kg,0.0,1.0
241,2020,Port Hope Project,Estimated public dose (see footnote),mSv/a,0.033,0.0
242,2020,Port Hope Project,Radium-226,Bq,0.0,778000.0
243,2020,Port Hope Project,Uranium,kg,0.0,0.2
244,2020,Whiteshell Laboratories,Americium-241,Bq,0.0,18000000.0
245,2020,Whiteshell Laboratories,Cesium-137,Bq,0.0,18600000.0
246,2020,Whiteshell Laboratories,Estimated public dose (see footnote),mSv/a,3e-06,0.0
247,2020,Whiteshell Laboratories,Particulate gross alpha,Bq,99800.0,66700000.0
248,2020,Whiteshell Laboratories,Particulate gross beta,Bq,213000.0,362000000.0
249,2020,Whiteshell Laboratories,Plutonium-238,Bq,0.0,23900000.0
250,2020,Whiteshell Laboratories,Plutonium-239/240,Bq,0.0,39400000.0
251,2020,Whiteshell Laboratories,Strontium-90,Bq,0.0,57100000.0
252,2020,Whiteshell Laboratories,Tritium (HTO),Bq,13100000000.0,4910000000.0
253,2020,Whiteshell Laboratories,Uranium-total,Bq,0.0,13000000.0
254,2021,Chalk River Laboratories,Argon-41,Bq,0.0,0.0
255,2021,Chalk River Laboratories,Carbon-14,Bq,0.0,0.0
256,2021,Chalk River Laboratories,Elemental Tritium (HT),Bq,2080000000000.0,0.0
257,2021,Chalk River Laboratories,Estimated public dose (see footnote),mSv/a,0.0015,0.0
258,2021,Chalk River Laboratories,Iodine-125,Bq,1760000.0,0.0
259,2021,Chalk River Laboratories,Iodine-131,Bq,21200000.0,0.0
260,2021,Chalk River Laboratories,Particulate gross alpha,Bq,0.0,240000000.0
261,2021,Chalk River Laboratories,Particulate gross beta,Bq,0.0,17900000000.0
262,2021,Chalk River Laboratories,Strontium-90,Bq,0.0,5890000000.0
263,2021,Chalk River Laboratories,Total noble gases,Bq-MeV,0.0,0.0
264,2021,Chalk River Laboratories,Tritium (HTO),Bq,24900000000000.0,15000000000000.0
265,2021,Douglas Point,Estimated public dose (see footnote),mSv/a,0.0016,0.0
266,2021,Douglas Point,Particulate gross alpha,Bq,0.0,5550000.0
267,2021,Douglas Point,Particulate gross beta,Bq,75800.0,29700000.0
268,2021,Douglas Point,Tritium (HTO),Bq,257000000000.0,23000000000.0
269,2021,Nuclear Power Demonstration,Estimated public dose (see footnote),mSv/a,0.01,0.0
270,2021,Nuclear Power Demonstration,Particulate gross beta,Bq,38500.0,44300000.0
271,2021,Nuclear Power Demonstration,Tritium (HTO),Bq,150000000000.0,30800000000.0
272,2021,Port Granby Project,Estimated public dose (see footnote),mSv/a,0.01,0.0
273,2021,Port Granby Project,Radium-226,Bq,0.0,277000.0
274,2021,Port Granby Project,Uranium,kg,0.0,0.1
275,2021,Port Hope Project,Estimated public dose (see footnote),mSv/a,0.02,0.0
276,2021,Port Hope Project,Radium-226,Bq,0.0,625000.0
277,2021,Port Hope Project,Uranium,kg,0.0,0.2
278,2021,Whiteshell Laboratories,Cesium-137,Bq,0.0,18000000.0
279,2021,Whiteshell Laboratories,Estimated public dose (see footnote),mSv/a,1.09e-05,0.0
280,2021,Whiteshell Laboratories,Particulate gross alpha,Bq,83900.0,48100000.0
281,2021,Whiteshell Laboratories,Particulate gross beta,Bq,233000.0,288000000.0
282,2021,Whiteshell Laboratories,Strontium-90,Bq,0.0,51800000.0
283,2021,Whiteshell Laboratories,Tritium (HTO),Bq,27600000000.0,0.0
