Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,<,Stack Emissions | Émissions de cheminées,<,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2019,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,3.30E+13,,NRM | NRS,
2019,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,4.40E+05,,NRM | NRS,
2019,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,4.77E+06,,2.26E+09,
2019,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,2.62E+04,<,LD,<LD = 0
2019,7041,Bruce Power LP,Bruce Power Site,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0015,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,2.50E+13,,NRM | NRS,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.00E+14,,1.00E+14,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,9.70E+11,,3.80E+08,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,5.00E+13,,NRM | NRS,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.60E+07,,2.30E+10,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,,1.30E+06,,5.40E+05,
2019,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.00004,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,5.60E+14,,4.30E+14,
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,2.60E+12,,3.50E+09,
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.30E+14,,NRM | NRS,
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,1.40E+07,,NRM | NRS,
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,5.70E+06,,7.80E+10,
2019,3161,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,1.10E+06,,2.30E+06,
2019,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0017,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,9.17E+13,,5.46E+13,
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,4.63E+10,,1.71E+08,
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,NRM | NRS,,NRM | NRS,
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.15E+06,,2.51E+07,
2018,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.009,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.40E+14,,2.40E+14,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,3.30E+11,,4.90E+09,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,2.50E+13,,NRM | NRS,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,,1.30E+06,,NRM | NRS,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,2.20E+06,,9.70E+07,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,1.70E+07,
2018,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0007,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,6.08E+14,,1.96E+14,
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.14E+12,,9.73E+08,
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,8.46E+13,,NRM | NRS,
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,6.57E+06,,NRM | NRS,
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.28E+06,,1.20E+09,
2018,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,1.10E+04,<,LD,<LD = 0
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.86E+14,,5.60E+14,
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.13E+12,,1.38E+09,
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,4.24E+13,,NRM | NRS,
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,3.43E+06,,NRM | NRS,
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.21E+06,,2.55E+09,
2018,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,2.37E+04,<,LD,<LD = 0
2018,7041,Bruce Power LP,Bruce Power Site,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0017,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,4.70E+13,,NRM | NRS,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.10E+14,,2.20E+14,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,8.40E+11,,1.20E+09,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,4.70E+13,,NRM | NRS,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.50E+07,,2.60E+10,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,,1.00E+06,<,3.50E+05,
2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0008,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.00E+14,,1.40E+14,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,2.30E+12,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.20E+14,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,7.00E+06,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,4.20E+06,,9.30E+09,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,4.30E+05,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.20E+14,,2.80E+14,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.40E+12,,1.10E+09,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,5.00E+12,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,4.70E+06,,NRM | NRS,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.50E+06,,3.40E+10,
2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,7.50E+05,,1.80E+06,
2018,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0021,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.32E+13,,2.17E+14,
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,4.47E+11,,2.79E+11,
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,NRM | NRS,,NRM | NRS,
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,8.32E+06,,3.27E+08,
2017,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.007,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.50E+14,,1.20E+14,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,3.10E+11,,1.80E+09,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,4.60E+13,,NRM | NRS,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,<,5.20E+05,,NRM | NRS,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,2.20E+06,,7.80E+07,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,7.90E+06,
2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0007,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.32E+14,,2.26E+14,
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.89E+12,,9.13E+08,
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,9.48E+13,,NRM | NRS,
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,2.06E+07,,NRM | NRS,
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,4.39E+05,,1.08E+09,
2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,4.08E+03,<,LD,<LD = 0
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.14E+14,,7.15E+14,
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.23E+12,,2.39E+09,
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,4.82E+13,,NRM | NRS,
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,1.41E+06,,NRM | NRS,
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.34E+06,,2.04E+09,
2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,,3.70E+03,<,LD,<LD = 0
2017,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0021,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,1.40E+14,,NRM | NRS,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.40E+14,,5.60E+14,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.40E+12,,1.70E+09,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,1.50E+13,,NRM | NRS,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,<,1.50E+08,,NRM | NRS,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.60E+07,,2.60E+10,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,,1.80E+06,<,1.00E+06,
2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0007,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.10E+14,,1.10E+14,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.30E+12,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.50E+14,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,9.60E+06,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,6.90E+06,,6.60E+09,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,4.70E+05,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.80E+14,,2.70E+14,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,1.30E+12,,1.90E+09,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,3.50E+12,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,4.30E+06,,NRM | NRS,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.00E+08,,2.00E+10,
2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,8.10E+05,<,2.50E+06,
2017,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0018,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,7.32E+13,,3.83E+13,
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,3.79E+11,,5.64E+10,
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,NRM | NRS,,NRM | NRS,
2016,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
