Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,<,Stack Emissions | Émissions de cheminées,<,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.70E+14,,1.70E+14,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.30E+12,,5.50E+09,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,4.60E+13,,NRM | NRS,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.60E+08,,NRM | NRS,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.10E+07,,3.00E+10,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,<,6.40E+06,,1.80E+06,
2014,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.50E+14,,1.00E+14,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,9.10E+11,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.10E+14,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,1.00E+07,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,4.10E+06,,9.00E+09,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,3.40E+05,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.80E+14,,2.40E+14,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,9.10E+11,,1.50E+09,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.10E+13,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,5.20E+06,,NRM | NRS,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.80E+06,,2.30E+10,
2014,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,5.20E+05,,3.20E+06,
2014,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0012,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.14E+14,,2.15E+14,
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,7.49E+11,,1.15E+10,
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,6.96E+08,,NRM | NRS,
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,<,LD,,NRM | NRS,<LD = 0
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,8.64E+05,,1.84E+09,
2013,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.005,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,9.10E+13,,2.90E+14,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,8.00E+10,,4.30E+09,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,4.60E+12,,NRM | NRS,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,NRM | NRS,,1.50E+08,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,8.60E+06,
2013,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0004,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,5.09E+14,,1.96E+14,
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,2.53E+12,,9.95E+08,
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,6.66E+13,,NRM | NRS,
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,<,4.94E+07,,NRM | NRS,
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,4.84E+06,,9.08E+08,
2013,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,<,6.67E+05,,2.12E+06,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.63E+14,,4.19E+14,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.10E+12,,4.90E+09,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,3.71E+12,,NRM | NRS,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,<,4.04E+07,,NRM | NRS,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,1.86E+07,,3.95E+09,
2013,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,<,2.51E+06,,8.91E+06,
2013,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0013,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,1.80E+13,,NRM | NRS,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.10E+14,,1.10E+14,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.00E+12,,3.20E+09,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,3.20E+13,,NRM | NRS,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,2.90E+07,,2.80E+10,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,<,6.20E+06,,8.50E+05,
2013,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.20E+14,,1.80E+14,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,7.80E+11,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.10E+14,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,8.40E+06,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.70E+06,,6.70E+09,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,4.40E+05,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.40E+14,,1.90E+14,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,9.10E+11,,1.70E+09,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,6.50E+12,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,4.40E+06,,NRM | NRS,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,5.00E+06,,2.60E+10,
2013,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,5.80E+05,,1.30E+07,
2013,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0011,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.09E+14,,3.52E+14,
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,4.41E+11,,2.88E+10,
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,3.87E+11,,NRM | NRS,
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,,8.32E+06,,NRM | NRS,
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.79E+06,,1.09E+09,
2012,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.005,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.40E+14,,7.80E+14,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Carbon-14,Carbone-14,Bq,,3.70E+10,,1.40E+10,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,,8.00E+11,,NRM | NRS,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Iodine-131,Iode-131,Bq,,NRM | NRS,,NRM | NRS,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,NRM | NRS,,7.20E+07,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,6.50E+06,
2012,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.069,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,4.50E+14,,1.40E+14,
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,2.30E+12,,5.37E+08,
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,6.82E+13,,NRM | NRS,
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,2.18E+08,,NRM | NRS,
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,<,7.45E+06,,5.79E+08,
2012,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,<,6.40E+05,,1.60E+06,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,,3.26E+14,,1.14E+15,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,,1.16E+12,,4.63E+09,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,,3.64E+12,,NRM | NRS,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,,4.13E+07,,NRM | NRS,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,1.80E+07,,3.35E+09,
2012,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,<,4.38E+05,,1.11E+06,
2012,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0012,,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Elemental Tritium (HT),Tritium élémentaire,Bq,,2.60E+13,,NRM | NRS,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.30E+14,,1.30E+14,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Carbon-14,Carbone-14,Bq,,1.00E+12,,6.30E+09,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Total noble gases,Total des gaz nobles,Bq-MeV,,1.90E+13,,NRM | NRS,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Iodine-131,Iode-131,Bq,,1.40E+08,,NRM | NRS,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.40E+07,,3.00E+10,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,9.00E+05,
2012,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.725,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0006,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.60E+14,,1.10E+14,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,8.80E+11,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.10E+14,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,1.10E+07,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,4.50E+06,,1.10E+10,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,,2.80E+14,,1.80E+14,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,,9.40E+11,,1.10E+10,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,,1.90E+13,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,,6.60E+06,,NRM | NRS,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,3.60E+06,,1.90E+10,
2012,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,,NRM | NRS,,7.70E+06,
2012,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,,0.0011,,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2011,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,,1.90E+14,,2.44E+14,
2011,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,,2.71E+11,,1.88E+10,
2011,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,,1.16E+11,,NRM | NRS,
2011,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,<,LD,,NRM | NRS,<LD = 0
2011,1445,Hydro-Québec,Gentilly-2,Bécancour,,,,QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,,9.13E+05,,5.34E+09,
