Year | Année,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Région économique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Français),Units | Unités,Stack Emissions | Émissions de cheminées,Direct Discharge | Évacuations directes,Footnotes | Notes de bas de page
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,0.5,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,5.68E+09,Releases from non-routine operations | Rejets des opérations anormales
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,14.6,Releases from non-routine operations | Rejets des opérations anormales
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0275,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,7.96E+11,2.73E+10,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross alpha,Particules alpha brutes,Bq,3.07E+03,1.18E+07,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,4.55E+04,1.97E+07,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Carbon-14,Carbone-14,Bq,1.51E+09,NRM | NRS,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0017,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,3.08E+11,1.80E+09,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,4.23E+04,5.91E+07,
2018,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,<0.01,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Elemental Tritium (HT),Tritium élémentaire,Bq,4.64E+12,NRM | NRS,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Tritium (HTO),Tritium (Eau tritiée),Bq,2.50E+14,3.81E+13,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Carbon-14,Carbone-14,Bq,4.90E+11,NRM | NRS,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Total noble gases,Total des gaz nobles,Bq-MeV,6.50E+12,NRM | NRS,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Iodine-131,Iode-131,Bq,3.82E+08,NRM | NRS,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Argon-41,Argon-41,Bq,1.16E+16,NRM | NRS,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,7.66E+08,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,4.17E+10,
2017,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.087,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Tritium (HTO),Tritium (Eau tritiée),Bq,5.03E+10,NRM | NRS,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross alpha,Particules alpha brutes,Bq,9.34E+04,3.88E+07,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross beta,Particules bêta brutes,Bq,2.24E+05,2.97E+08,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Uranium-total,Uranium total,Bq,NRM | NRS,1.69E+07,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Plutonium-239/240,Plutonium-239/240,Bq,NRM | NRS,1.20E+07,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Plutonium-238,Plutonium-238,Bq,NRM | NRS,8.69E+06,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Americium-241,Américium-241,Bq,NRM | NRS,5.10E+06,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Strontium-90,Strontium-90,Bq,NRM | NRS,6.67E+07,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Cesium-137,Césium-137,Bq,NRM | NRS,1.89E+07,
2017,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,4.80E-05,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Radium-226,Radium-226,Bq,NRM | NRS,1.00E+06,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Uranium,Uranium,kg,NRM | NRS,1.4,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.00571,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,8.00E+05,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,0.1,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,1.59E+10,Releases from non-routine operations | Rejets des opérations anormales
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,110.1,Releases from non-routine operations | Rejets des opérations anormales
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0045,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,1.12E+11,3.57E+10,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross alpha,Particules alpha brutes,Bq,1.64E+03,1.12E+07,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,2.29E+04,2.56E+07,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0021,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,1.48E+12,3.57E+10,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,1.84E+05,1.80E+08,
2017,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,<0.01,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Elemental Tritium (HT),Tritium élémentaire,Bq,2.55E+12,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Tritium (HTO),Tritium (Eau tritiée),Bq,2.30E+14,3.50E+13,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Carbon-14,Carbone-14,Bq,4.84E+11,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Total noble gases,Total des gaz nobles,Bq-MeV,8.50E+14,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Iodine-131,Iode-131,Bq,5.17E+10,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Argon-41,Argon-41,Bq,1.07E+16,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Xenon-133,Xenon-133,Bq,3.12E+15,NRM | NRS,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,6.60E+08,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,3.22E+10,
2016,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.078,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Tritium (HTO),Tritium (Eau tritiée),Bq,3.24E+10,NRM | NRS,
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross alpha,Particules alpha brutes,Bq,9.46E+04,4.59E+07,
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross beta,Particules bêta brutes,Bq,2.12E+05,2.83E+08,
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Strontium-90,Strontium-90,Bq,NRM | NRS,6.08E+07,
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Cesium-137,Césium-137,Bq,NRM | NRS,1.28E+07,
2016,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,7.50E-05,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Radium-226,Radium-226,Bq,NRM | NRS,2.40E+06,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Uranium,Uranium,kg,NRM | NRS,15.6,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.00543,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,3.30E+06,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,19.3,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.01195,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,1.59E+11,2.23E+10,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross alpha,Particules alpha brutes,Bq,1.68E+03,9.00E+06,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,1.91E+04,1.05E+07,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0016,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Tritium (HTO),Tritium (Eau tritiée),Bq,2.53E+11,7.91E+09,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Particulate gross beta,Particules bêta brutes,Bq,4.30E+04,3.33E+07,
2016,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Nuclear Power Demonstration,Rolphton,,,,ON,46.1868,-77.6578,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,<0.01,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Elemental Tritium (HT),Tritium élémentaire,Bq,4.77E+12,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Tritium (HTO),Tritium (Eau tritiée),Bq,2.77E+14,3.94E+13,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Carbon-14,Carbone-14,Bq,3.77E+11,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Total noble gases,Total des gaz nobles,Bq-MeV,1.20E+15,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Iodine-131,Iode-131,Bq,1.03E+11,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Argon-41,Argon-41,Bq,1.29E+16,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Xenon-133,Xenon-133,Bq,4.89E+15,NRM | NRS,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,6.94E+08,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,3.96E+10,
2015,3147,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Chalk River Laboratories,Chalk River,Deep River,Renfrew,Kingston--Pembroke,ON,46.0554,-77.3628,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.083,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Tritium (HTO),Tritium (Eau tritiée),Bq,9.88E+10,NRM | NRS,
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross alpha,Particules alpha brutes,Bq,9.79E+04,4.08E+07,
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Particulate gross beta,Particules bêta brutes,Bq,2.26E+05,2.28E+08,
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Strontium-90,Strontium-90,Bq,NRM | NRS,3.96E+07,
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Cesium-137,Césium-137,Bq,NRM | NRS,1.65E+07,
2015,7434,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Whiteshell Laboratories,Pinawa,Pinawa,Division No. 1,Southeast / Sud-est,MB,50.1789,-96.0604,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.001,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Radium-226,Radium-226,Bq,NRM | NRS,4.60E+06,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Uranium,Uranium,kg,NRM | NRS,29.0,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Granby Project,Clarington,,,,ON,43.9106,-78.4511,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0084,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Radium-226,Radium-226,Bq,NRM | NRS,4.50E+06,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Uranium,Uranium,kg,NRM | NRS,20.7,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Port Hope Project,Port Hope,,,,ON,43.9608,-78.3407,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.09352,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Tritium (HTO),Tritium (Eau tritiée),Bq,1.33E+10,4.24E+10,
2015,,Canadian Nuclear Laboratories / Laboratoires Nucléaires Canadiens,Douglas Point,Tiverton,Kincardine,,Stratford--Bruce Peninsula,ON,44.3267,-81.6000,Particulate gross beta,Particules bêta brutes,Bq,NRM | NRS,7.31E+07,
