_id,Year | Annee,NPRI ID | ID INRP,Company Name | Raison Sociale,Facility Name | Nom de l'installation,City | Ville,CSD | SDR,CA or CMA | AR ou RMR,Economic Region | Region economique,Province | Province,Latitude | Latitude,Longitude | Longitude,Substance Name (English) | Nom de substance (Anglais),Substance Name (French) | Nom de substance (Francais),Units | Unites,Stack Emissions | Emissions de cheminees,Direct Discharge | Evacuations directes,Footnotes | Notes de bas de page
111,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Carbon-14,Carbone-14,Bq,8.40E+11,1.20E+09,""
112,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Total noble gases,Total des gaz nobles,Bq-MeV,4.70E+13,NRM | NRS,""
113,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Iodine-131,Iode-131,Bq,1.40E+08,NRM | NRS,""
114,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.50E+07,2.60E+10,""
115,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate gross alpha,Particules alpha brutes,Bq,1.00E+06,3.50E+05,""
116,2018,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0008,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
117,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,3.00E+14,1.40E+14,""
118,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,2.30E+12,NRM | NRS,""
119,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,1.20E+14,NRM | NRS,""
120,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,7.00E+06,NRM | NRS,""
121,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,4.20E+06,9.30E+09,""
122,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,4.30E+05,NRM | NRS,""
123,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,3.20E+14,2.80E+14,""
124,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,1.40E+12,1.10E+09,""
125,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,5.00E+12,NRM | NRS,""
126,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,4.70E+06,NRM | NRS,""
127,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,3.50E+06,3.40E+10,""
128,2018,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,7.50E+05,1.80E+06,""
129,2018,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0021,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
130,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,7.31E+13,2.17E+14,""
131,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,4.47E+11,2.79E+11,""
132,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,LD,NRM | NRS,<LD = 0
133,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,LD,NRM | NRS,<LD = 0
134,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,8.32E+06,3.28E+08,""
135,2017,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.007,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
136,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,1.50E+14,1.20E+14,""
137,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Carbon-14,Carbone-14,Bq,3.10E+11,1.80E+09,""
138,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,4.60E+13,NRM | NRS,""
139,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Iodine-131,Iode-131,Bq,5.20E+05,NRM | NRS,""
140,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.20E+06,7.80E+07,""
141,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,7.90E+06,""
142,2017,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0007,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
143,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,7.32E+14,2.26E+14,""
144,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,1.89E+12,9.13E+08,""
145,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,9.48E+13,NRM | NRS,""
146,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,2.06E+07,NRM | NRS,""
147,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,4.39E+05,1.08E+09,""
148,2017,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,4.08E+03,LD,<LD = 0
149,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,7.14E+14,7.15E+14,""
150,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,1.23E+12,2.39E+09,""
151,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,4.82E+13,NRM | NRS,""
152,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,1.41E+06,NRM | NRS,""
153,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.34E+06,2.04E+09,""
154,2017,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,3.70E+03,LD,<LD = 0
155,2017,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0021,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
156,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Elemental Tritium (HT),Tritium élémentaire,Bq,1.40E+14,NRM | NRS,""
157,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Tritium (HTO),Tritium (Eau tritiée),Bq,2.40E+14,5.60E+14,""
158,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Carbon-14,Carbone-14,Bq,1.40E+12,1.70E+09,""
159,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Total noble gases,Total des gaz nobles,Bq-MeV,1.50E+13,NRM | NRS,""
160,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Iodine-131,Iode-131,Bq,1.50E+08,NRM | NRS,""
161,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.60E+07,2.60E+10,""
162,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate gross alpha,Particules alpha brutes,Bq,1.80E+06,1.00E+06,""
163,2017,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0007,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
164,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,3.10E+14,1.10E+14,""
165,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,1.30E+12,NRM | NRS,""
166,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,1.50E+14,NRM | NRS,""
167,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,9.60E+06,NRM | NRS,""
168,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,6.90E+06,6.60E+09,""
169,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,4.70E+05,NRM | NRS,""
170,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,3.80E+14,2.70E+14,""
171,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,1.30E+12,1.90E+09,""
172,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,3.50E+12,NRM | NRS,""
173,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,4.30E+06,NRM | NRS,""
174,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.00E+08,2.00E+10,""
175,2017,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,8.10E+05,2.50E+06,""
176,2017,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0018,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
177,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,7.31E+13,3.83E+13,""
178,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,3.79E+11,5.64E+10,""
179,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,LD,NRM | NRS,<LD = 0
180,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,LD,NRM | NRS,<LD = 0
181,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,5.17E+05,1.33E+08,""
182,2016,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.001,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
183,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Tritium (HTO),Tritium (Eau tritiée),Bq,1.50E+14,1.80E+14,""
184,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Carbon-14,Carbone-14,Bq,1.10E+11,2.90E+09,""
185,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Total noble gases,Total des gaz nobles,Bq-MeV,9.50E+13,NRM | NRS,""
186,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Iodine-131,Iode-131,Bq,5.20E+05,NRM | NRS,""
187,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.20E+06,7.80E+07,""
188,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Particulate gross alpha,Particules alpha brutes,Bq,NRM | NRS,7.90E+06,""
189,2016,1710,New Brunswick Power Corporation,Point Lepreau Generating Station,Maces Bay,Musquash,Saint John,Saint John--St. Stephen,NB,45.0690,-66.4556,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0009,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
190,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,5.66E+14,2.36E+14,""
191,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,1.69E+12,1.66E+09,""
192,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,5.63E+13,NRM | NRS,""
193,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,4.40E+06,NRM | NRS,""
194,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,3.14E+05,9.96E+08,""
195,2016,7041,Bruce Power LP,Bruce Power - A,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,2.46E+06,6.96E+04,""
196,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Tritium (HTO),Tritium (Eau tritiée),Bq,5.70E+14,5.07E+14,""
197,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Carbon-14,Carbone-14,Bq,1.13E+12,1.76E+09,""
198,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Total noble gases,Total des gaz nobles,Bq-MeV,5.25E+13,NRM | NRS,""
199,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Iodine-131,Iode-131,Bq,LD,NRM | NRS,<LD = 0
200,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,1.13E+06,1.42E+09,""
201,2016,7041,Bruce Power LP,Bruce Power - B,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Particulate gross alpha,Particules alpha brutes,Bq,1.85E+03,LD,<LD = 0
202,2016,7041,Bruce Power LP,Bruce Power Site ,Tiverton,Kincardine,"",Stratford--Bruce Peninsula,ON,44.3289,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0016,NRM | NRS,Includes the entire Bruce site. Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | Comprend tout le site de Bruce. La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
203,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Elemental Tritium (HT),Tritium élémentaire,Bq,1.70E+13,NRM | NRS,""
204,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Tritium (HTO),Tritium (Eau tritiée),Bq,1.80E+14,3.50E+14,""
205,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Carbon-14,Carbone-14,Bq,1.60E+12,2.20E+09,""
206,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Total noble gases,Total des gaz nobles,Bq-MeV,1.60E+13,NRM | NRS,""
207,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Iodine-131,Iode-131,Bq,1.40E+08,NRM | NRS,""
208,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,3.20E+07,4.90E+10,""
209,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-78.7250,Particulate gross alpha,Particules alpha brutes,Bq,5.00E+06,1.20E+06,""
210,2016,3163,Ontario Power Generation Inc.,Darlington Nuclear,Bowmanville,Clarington,Oshawa,Toronto,ON,43.8681,-81.5916,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0006,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
211,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,2.20E+14,1.10E+14,""
212,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,1.20E+12,NRM | NRS,""
213,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,1.10E+14,NRM | NRS,""
214,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,9.90E+06,NRM | NRS,""
215,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,5.50E+06,6.80E+09,""
216,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - A,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,3.70E+05,NRM | NRS,""
217,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Tritium (HTO),Tritium (Eau tritiée),Bq,4.60E+14,2.10E+14,""
218,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Carbon-14,Carbone-14,Bq,1.20E+12,4.70E+09,""
219,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Total noble gases,Total des gaz nobles,Bq-MeV,5.80E+12,NRM | NRS,""
220,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Iodine-131,Iode-131,Bq,4.10E+06,NRM | NRS,""
221,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,2.40E+07,5.10E+10,""
222,2016,3161,Ontario Power Generation Inc.,Pickering Nuclear - B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Particulate gross alpha,Particules alpha brutes,Bq,6.20E+05,3.70E+06,""
223,2016,3163,Ontario Power Generation Inc.,Pickering Nuclear - A & B,Pickering,Pickering,Toronto,Toronto,ON,43.8104,-79.0676,Estimated public dose (see footnote),Dose estimée au public (voir note de bas de page),mSv/a,0.0015,NRM | NRS,Estimated public dose is calculated incorporating all major release pathways (emissions and discharges) | La dose estimée au public est calculée en utilisant toutes les principales voies de pénétration de rejet (émissions et rejets)
224,2015,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Tritium (HTO),Tritium (Eau tritiée),Bq,1.12E+14,1.51E+14,""
225,2015,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Carbon-14,Carbone-14,Bq,4.10E+11,3.00E+11,""
226,2015,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Total noble gases,Total des gaz nobles,Bq-MeV,LD,NRM | NRS,<LD = 0
227,2015,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Iodine-131,Iode-131,Bq,LD,NRM | NRS,<LD = 0
228,2015,1445,Hydro-Québec,Gentilly-2,Bécancour,"","","",QC,46.3958,-72.3569,Particulate (gross beta/gamma),Particules (bêta brutes/gamma brutes),Bq,1.35E+06,5.28E+08,""
